codpostal,coordx,coordy,direccion,fax,idcentrorc,latitud,localidad,longitud,mail,naturaleza,nombre_cen,objectid,refpar,shape,srs,telefono,tipo_centr,web,xcen,ycen
50003,676552,4613870,"Cl. Florencio Jardiel, 1",0,50008344,41.65703030,Zaragoza,-0.87959294, ,Privado,Escolanía Infantes Del Pilar,7574, ,0101000020E664000090C2F5488FA524415A863872BB995141,25830,976 29 82 73,Centro Privado de Educación Primaria, ,676551.64,4613869.78
50018,675039,4616120,"Pza. Pedro Saputo, 7",0,50011801,41.67762172,Zaragoza,-0.89708439,cpjalzaragoza@educa.aragon.es,Público,José Antonio Labordeta Subías,7575, ,0101000020E6640000F0F44AB9BE992441F48E5318EE9B5141,25830,976 73 78 42,Colegio Público,cpjalzar.educa.aragon.es,675039.36,4616120.38
50018,676217,4615806,"C/ Julio García Condoy, 50",0,50011847,41.67453289,Zaragoza,-0.88303991,cpavzaragoza@educa.aragon.es,Público,Josefa  Amar Y Borbón,7576, ,0101000020E66400000088F4BBF1A22441B88D06849F9B5141,25830,976 732450,Colegio Público,www.cpavzara.educa.aragon.es,676216.87,4615806.06
50003,674668,4614173,"Avda. Puerta  Sancho, 14",0,50017023,41.66017438,Zaragoza,-0.90211824, ,Privado,Puerta Sancho,7577, ,0101000020E6640000C854C108D7962441083D9B3D079A5141,25830,976 44 38 04,Escuela Privada de Música y/o Danza, ,674667.52,4614172.96
50011,672563,4613107,"Cl. San Vicente Ferrer, S/N",0,50017102,41.65104174,Zaragoza,-0.92768279, ,Público,Extensión De E.O.I.  Nº 1,7578, ,0101000020E664000088C954A166862441DA3D79DCFC985141,25830,976 33 18 03,Escuela Oficial de Idiomas (EOI), ,672563.32,4613107.44
50004,675509,4613186,"Cl. Crespo De Agüero, 1",0,50017163,41.65110553,Zaragoza,-0.89230856, ,Privado,Hermandad Del Refugio,7579, ,0101000020E6640000606DC5DE699D2441F2D24D7E10995141,25830,976 22 18 37,Centro Privado de Educación Infantil, ,675508.94,4613185.97
50001,676715,4613493,"Cl. Refugio, 9, Local",0,50017229,41.65360438,Zaragoza,-0.87774785, ,Privado,Bolandrina,7580, ,0101000020E6640000283A924BD5A62441C876BE4B5D995141,25830,976 20 39 24,Centro Privado de Educación Infantil, ,676714.65,4613493.18
50004,675652,4613295,"Cl. Doctor Fleming, S/N",0,50017242,41.65205199,Zaragoza,-0.89055613, ,Privado,El Carmen,7581, ,0101000020E6640000C086A797889E2441F6065FA82B995141,25830,976 40 45 50,Centro Privado de Educación Infantil, ,675652.30,4613294.63
50410,670684,4606184,"Ctra. De Valencia, Km. 8,5",0,50005549,41.58912804,Zaragoza,-0.95220604,Secretaria@Britanico-Aragon.Edu,Privado,Británico De Aragón,7582, ,0101000020E6640000283108CCB8772441F8C264163A925141,25830,976 50 52 23,Centro Privado con varias Enseñanzas de Régimen General, ,670684.40,4606184.35
50011,670376,4612392,"Cami. Del Buro, 80",0,50005616,41.64506894,Zaragoza,-0.95414083,eesanantonio@hotmail.com,Privado,San Antonio,7583, ,0101000020E6640000B08BDB884F7524417CF2B0E849985141,25830,976 33 19 40,Centro Privado de Educación  Especial, ,670375.77,4612391.64
50008,676171,4612435,"Cl. Residencial Paraíso, 5 - Bajos",0,50010454,41.64419612,Zaragoza,-0.88458946,Estudioadagio@Hotmail.Com,Privado,Adagio,7584, ,0101000020E664000030D49A2695A22441105839A454985141,25830,976 23 26 01,Centro Privado de Música o Danza, ,676170.58,4612434.57
50018,676217,4616059,"Cl. Cineasta Segundo De Chomón, S/N",0,50010740,41.67681260,Zaragoza,-0.88296513,eoizaragoza2@educa.aragon.es,Público,E.O.I. Nº 2,7585,6362302XM7166C,0101000020E6640000A011A5BDF1A22441B6627FD5DE9B5141,25830,976 52 68 88,Escuela Oficial de Idiomas (EOI),http://eoizara2.educa.aragon.es,676216.87,4616059.34
50007,677339,4610743,"P.º  Del Canal, 135",0,50007731,41.62870819,Zaragoza,-0.87107384,Colegiosantana@Telefonica.Net;  stanasecretaria@telefonica.n,Concertado,Santa Ana,7586, ,0101000020E664000098FF905EB5AB244134EF38A9AD965141,25830,976 38 58 11,Centro Privado con varias Enseñanzas de Régimen General, ,677338.68,4610742.64
50012,672776,4611471,"Cl. Sagitario, 5",0,50007777,41.63626277,Zaragoza,-0.92560401,sofiazar.sec@terra.es,Concertado,Santa Magdalena Sofía,7587, ,0101000020E66400009006F0D60F882441AC1C5AAC63975141,25830,976 75 37 30,Centro Privado con varias Enseñanzas de Régimen General,www.magdalenasofiazaragoza.com,672592.42,4611453.59
50012,674890,4610413,"P.º  Reyes De Aragón, 5-7",0,50007789,41.62627935,Zaragoza,-0.90054431,secretaria@marianistas.net    / dgeneral@marianistas.net,Concertado,Santa María Del Pilar,7588, ,0101000020E6640000381AC07B94982441F4FDD4305B965141,25830,976 25 87 87,Centro Privado con varias Enseñanzas de Régimen General, ,674890.24,4610412.76
50009,674470,4612393,"C/ Santa María Reina, 2",0,50007790,41.64419759,Zaragoza,-0.90501241,secretaria@colegiosantamariareina.org,Concertado,Santa María Reina,7589, ,0101000020E6640000982A18554B952441302AA94B4A985141,25830,976 56 99 62,Centro Privado con varias Enseñanzas de Régimen General,www.colegiosantamariareina.org,674469.67,4612393.18
50004,676218,4613245,"Cl. Azoque, 33",0,50007807,41.65148286,Zaragoza,-0.88378646,Srosaz@Planalfa.Es,Concertado,Santa Rosa,7590, ,0101000020E6640000283A922BF3A224415E29CB501F995141,25830,976 22 26 99,Centro Privado con varias Enseñanzas de Régimen General, ,676217.59,4613245.26
50008,676178,4612263,"Cl. La Paz, 9",0,50007820,41.64264742,Zaragoza,-0.88454843, ,Privado,Virgen Reina,7591, ,0101000020E664000038DF4F6DA4A22441BC7493AC29985141,25830,976 23 54 20,Centro Privado de Educación Infantil, ,676178.21,4612262.70
50002,678211,4612737,"Cl. Amistad, 6",0,50007856,41.64646191,Zaragoza,-0.86001193,odsds@planalfa.es,Concertado,Santo Domingo de Silos,7592, ,0101000020E664000040A4DF7E86B2244150FC182BA0985141,25830,976 42 49 47,Centro Privado con varias Enseñanzas de Régimen General,www.colegiosantodomingodesilos.com,678211.25,4612736.67
50006,675844,4611494,"Cl. Maestro Estremiana, 48",0,50007871,41.63579978,Zaragoza,-0.88878553, ,Privado,Santo Tomás De Aquino,7593, ,0101000020E6640000789CA2E307A02441E63FA46F69975141,25830,976 27 18 76,Centro Privado de Educación Primaria, ,675843.94,4611493.74
50007,676038,4611177,"Cl. Venecia, 12-16",0,50007996,41.63290944,Zaragoza,-0.88654893,administracion@villacruz.e.telefonica.net;carlosifj@terra.es,Concertado,Villa Cruz,7594, ,0101000020E66400003090A0388CA12441C05B20591A975141,25830,976 27 51 47,Centro Privado con varias Enseñanzas de Régimen General, ,676038.11,4611177.39
50011,672588,4613451,"Cl. Final San Eloy, S/N",0,50008009,41.65413233,Zaragoza,-0.92728413,colviblanca@telefonica.net,Concertado,Virgen Blanca,7595, ,0101000020E6640000904AEA8498862441EA0434D952995141,25830,976 33 71 49,Centro Privado con varias Enseñanzas de Régimen General, ,672588.26,4613451.39
50015,677006,4614751,"Cl. Cañon De Añisclo,  S/N",0,50008149,41.66485814,Zaragoza,-0.87387933,cpellzaragoza@educa.aragon.es,Público,Eugenio López Y López,7596, ,0101000020E6640000604BC8E71BA924415C2041A9979A5141,25830,976 51 85 55,Colegio Público,www.educa.aragob.es/cpellzar,677005.95,4614750.64
50006,675802,4611418,"P.º Ruiseñores, 51",0,50008174,41.63513144,Zaragoza,-0.88930655,iesmsezaragoza@educa.aragon.es,Público,Miguel Servet,7597, ,0101000020E664000008AC1CBAB49F2441B0506B9E56975141,25830,976 25 93 83,Instituto de Educación Secundaria (IES),http://iesmseza.educa.aragon.es,675802.36,4611418.48
50006,675630,4612260,"Avda. Goya, 45",0,50008198,41.64274752,Zaragoza,-0.89112609,iesgoyzaragoza@educa.aragon.es,Público,Goya,7598, ,0101000020E6640000D019513A5C9E244152499D1829985141,25830,976 55 70 23,Instituto de Educación Secundaria (IES),http://iesgoyza.educa.aragon.es,675630.11,4612260.38
50009,674128,4612441,"Avda. Juan Carlos I, 11",0,50008277,41.64470518,Zaragoza,-0.90909281,iesjerzaragoza@educa.aragon.es,Público,Jerónimo Zurita,7599, ,0101000020E6640000684DF3EEA0922441AED85F5256985141,25830,976 35 33 61,Instituto de Educación Secundaria (IES),http://iesjerza.educa.aragon.es,674128.47,4612441.29
50001,677111,4613380,"Cl. Universidad, 2",0,50008289,41.65249468,Zaragoza,-0.87302097,iespluzaragoza@educa.aragon.es,Público,Pedro De Luna,7600, ,0101000020E66400003008AC9CEEA924411C5A64EB40995141,25830,976 29 02 49,Instituto de Educación Secundaria (IES),http://iespluza.educa.aragon.es,677111.31,4613379.68
50009,674428,4611230,"Cl. Pedro Iv El Ceremonioso, 1",0,50008332,41.63373772,Zaragoza,-0.90585627,secretaria@colegioromareda.com,Concertado,Romareda,7601, ,0101000020E664000068AA6034F7942441D200DE8627975141,25830,976 56 20 17,Centro Privado con varias Enseñanzas de Régimen General,http://www.colegioromareda.com,674427.60,4611230.11
50009,674461,4611672,"Cl. Pedro III El Grande,  4",0,50008356,41.63770853,Zaragoza,-0.90532926,cpcalzaragoza@educa.aragon.es,Público,Cesáreo Alierta,7602, ,0101000020E664000070C5FE923995244126C2860396975141,25830,976 55 79 35,Colegio Público,www.cesareoalierta.com,674460.79,4611672.06
50009,674461,4611672,"Cl. Pedro Iii El Grande, 4",0,50008368,41.63770853,Zaragoza,-0.90532926,cpdazzaragoza@educa.aragon.es,Público,Doctor Azúa,7603, ,0101000020E664000070C5FE923995244126C2860396975141,25830,976 30 65 92,Colegio Público,www.educa.aragon.es/cpdazzar/,674460.79,4611672.06
50009,674387,4611571,"Cl. Pedro Iii El Grande, S/N",0,50008371,41.63681716,Zaragoza,-0.90624813,cpcauzaragoza@educa.aragon.es,Público,César Augusto,7604, ,0101000020E6640000B88D0650A59424416C567DCE7C975141,25830,976 56 32 16,Colegio Público,www.cpcauzar.educa.aragon.es,674386.66,4611571.23
50009,674455,4611469,"Cl. Asín Y Palacios, 19",0,50008381,41.63588442,Zaragoza,-0.90546149,cpegbzaragoza@educa.aragon.es,Público,Eliseo Godoy Beltrán,7605, ,0101000020E6640000C8EEC9632D95244164AA605063975141,25830,976 56 08 75,Colegio Público,http://eliseogodoy.org,674454.69,4611469.26
50010,674815,4613644,"Cl. Juan Xxiii, 3",0,50008459,41.65537982,Zaragoza,-0.90050826,iesporzaragoza@educa.aragon.es,Público,El Portillo,7606, ,0101000020E6640000B8F3FD14FD97244192CB7FF882995141,25830,976 33 64 33,Instituto de Educación Secundaria (IES),http://iesporza.educa.aragon.es,674814.54,4613643.88
50003,675194,4614520,"C/ Sierra Vicor, 20",0,50008460,41.66317830,Zaragoza,-0.89570017,Ieslbuzaragoza@educa.aragon.es,Público,Luis Buñuel,7607, ,0101000020E6640000181DC985F39A2441DA1B7CE15D9A5141,25830,976 44 00 28,Instituto de Educación Secundaria (IES),http://ieslbuza.educa.aragon.es,675193.76,4614519.52
50018,676698,4612964,"C/ MARÍA ZAMBRANO,5",0,50008514,41.64884424,Zaragoza,-0.87810079,eayozaragoza@educa.aragon.es,Público,Escuela De Arte,7608, ,0101000020E6640000480C028BB4A62441AE25E4FBD8985141,25830,976.23.61.71,Escuela de Arte,www.escueladeartedezaragoza.com,676698.27,4612963.94
50800,683206,4637883,"Cl. Antonio Machado, 18",0,50008605,41.87165422,Zuera,-0.79232664,nspilarzuera@colegio.es.telefonica.net,Concertado,Ntra. Sra Del Pilar,7609, ,0101000020E664000040575B718CD92441E86A2BB22EB15141,25830,976 68 01 16,Centro Privado con varias Enseñanzas de Régimen General, ,683206.22,4637882.78
50800,686267,4638054,"Cl. San Gabriel,  S/N",0,50008617,41.87247931,Zuera,-0.75541114,Sgabrielzu@Planalfa.Es,Concertado,San Gabriel,7610, ,0101000020E6640000D04D62F076F12441D4BCE37859B15141,25830,976 68 00 44,Centro Privado con varias Enseñanzas de Régimen General, ,686267.47,4638053.89
22600,716795,4708928,"Cl. Derechos Humanos, 3",974480462,22003847,42.50235205,Sabiñanigo,-0.36148369,cppssabinanigo@educa.aragon.es,Público,Puente Sardas,7611, ,0101000020E6640000083411B6F6DF25412631080490F65141,25830,974 48 04 62,Colegio Público,www.colegiopuentesardas.org,716795.36,4708928.06
22200,736132,4630923,"Pza. Mayoral Antonio Susín,  2-3",0,22004104,41.79502223,Sariñena,-0.15800244,cpsarinena@educa.aragon.es,Público,La Laguna,7612, ,0101000020E664000008A3929A08772641D4BCE3BC62AA5141,25830,974 57 13 14,Colegio Público,http://cpsarine.educa.aragon.es,736132.30,4630922.95
22230,745695,4622222,"Avda. Huesca, S/N",0,22004189,41.71385216,Sena,-0.04664175,cpsena@aragon.es,Público,Alberto Galindo,7613, ,0101000020E6640000A86054F2BEC12641F8C2647AE3A15141,25830,974 57 83 45,Colegio Público, ,745695.47,4622221.91
22870,702134,4728289,"Cami. La Fuente, S/N",974378197,22004566,42.68051708,Villanua,-0.53289368,cpvillanua@aragon.es,Público,Collarada,7614, ,0101000020E6640000E09C11456B6D2541EC2FBB3778095241,25830,974 37 80 43,Colegio Público, ,702133.63,4728288.87
22530,772234,4611089,"Avda. San Antonio Abad, 37",0,22004608,41.60510755,Zaidin,0.26682186,cpzaidin@aragon.es,Público,San Juan Bautista,7615, ,0101000020E664000070AC8BBB149127410A8A1F5F04975141,25830,974 47 82 08,Colegio Público,www.educa.aragob.es/cpzaidin,772234.37,4611089.49
22003,713901,4668404,"Cl. Valentín Carderera, 6",0,22004633,42.13856283,Huesca,-0.41166675,Cpepahuesca@educa.aragon.es,Público,El Parque,7616, ,0101000020E6640000E02406A15AC92541A245B6E7FCCE5141,25830,974 22 10 38,Colegio Público,http://cpepahue.educa.aragon.es,713901.31,4668403.62
22002,713629,4668883,"Poligono Ruiseñor, S/N",0,22004657,42.14295113,Huesca,-0.41478377,Altoaragon.Colegio@Planalfa.Es,Privado,Altoaragón,7617, ,0101000020E6640000482575E239C72541DE718AC674CF5141,25830,974 22 65 35,Centro Privado de Educación Secundaria, ,713628.94,4668883.10
22003,714065,4668424,"Cl. Coso Alto, 32",0,22004803,42.13870422,Huesca,-0.40968595, ,Privado,Alfred,7618, ,0101000020E6640000B0D85F16A1CA2541FC3A701202CF5141,25830,974 22 17 25,Centro Privado de Formación Profesional Específica, ,714064.54,4668424.29
22400,764762,4645193,"Cl. Calvario, 13",0,22004840,41.91431595,Monzon,0.19247363,cparmonzon@educa.aragon.es,Público,Aragón,7619, ,0101000020E6640000901804D6B4562741CE3B4E4152B85141,25830,974 40 03 14,Colegio Público,http:/www.educa.aragob.es/cparmonz/,764762.42,4645193.02
44770,684813,4518475,"Avda. De La Constitución, 3",0,44001378,40.79649008,Escucha,-0.80930428,cpagescucha@educa.aragon.es,Público,Antonio Gargallo Moya,7620, ,0101000020E6640000585227201AE62441006F81C0923C5141,25830,978 75 81 27,Colegio Público,http://centros4.pntic.es.mec.es/c.p..antonio.gargallo.moya,684813.06,4518475.01
44564,732451,4523711,"Cl. Escuelas, 9",0,44002061,40.83150420,Mas De Las Matas,-0.24323006,cpvsmasmatas@educa.aragon.es,Público,Valero Serrano,7621, ,0101000020E664000070348057465A26410E2DB2A5AF415141,25830,978 84 80 87,Colegio Público,http://cpvsmasm.educa.aragon.es,732451.17,4523710.59
44700,685602,4522836,"Cl. Balmes, 7",0,44002191,40.83556513,Montalban,-0.79866593,Cpmontalban@educa.aragon.es,Público,Cuencas Mineras,7622, ,0101000020E664000060FE433A43EC24411E85EBE1D4405141,25830,978 75 02 85,Colegio Público,http://cpmontal.educa.aragon.es,685601.61,4522835.53
44163,668853,4500102,"Cl. Frontón, 6",0,44002541,40.63451401,Perales Del Alfambra,-1.00332116,craperalesa@educa.aragon.es,Público,C.R.A. Teruel Uno,7623, ,0101000020E664000068B3EA536A692441F48E5398A12A5141,25830,978 77 52 82,Colegio Público,www.crateru1.educa.aragon.es,668853.16,4500102.38
44460,686553,4445624,"Cl. Tenor Juan García, 2",0,44002942,40.14026194,Sarrión,-0.81011183,cpsarrion@educa.aragon.es,Público,C.P. De Sarrión,7624, ,0101000020E6640000B8DA8ADDB1F32441E2361A006EF55041,25830,978 78 01 78,Colegio Público,http://adigital.pntic.mec.es/~sarrion/,686552.93,4445624.00
44002,661400,4466403,"Avda. Sagunto, S/N",0,44003041,40.33257021,Teruel,-1.09998610,teruel@lasalle.es,Concertado,La Salle-San José,7625, ,0101000020E6640000E8D9ACDA2F2F244180B740AEB8095141,25830,978 61 71 78,Centro Privado con varias Enseñanzas de Régimen General, ,661399.93,4466402.72
44003,659705,4468524,"Cami. De Capuchinos, 1",0,44003077,40.35199534,Teruel,-1.11939750,semimen@planalfa.es,Concertado,Las Viñas,7626, ,0101000020E6640000C87F481FF22124419CC420F4CA0B5141,25830,978 61 71 15,Centro Privado con varias Enseñanzas de Régimen General,www.colegiolasvinas.com,659705.06,4468523.81
44001,660585,4467609,"Cl. Yagüe De Salas, 21",0,44003090,40.34359040,Teruel,-1.10927092,cpjeteruel@educa.aragon.es,Público,Pierres Vedel,7627, ,0101000020E664000040E8D90CD228244156302A49E60A5141,25830,978 60 32 57,Colegio Público,www.educa.aragob.es/cpjeteru,660585.03,4467609.14
44002,660683,4466478,"Avda. Ruiz Jarabo, 4",0,44003156,40.33338271,Teruel,-1.10840334,Victoriadiez@Planalfa.es,Concertado,Victoria Diez,7628, ,0101000020E6640000504013E195292441C4B12E66CB095141,25830,978 62 01 31,Centro Privado con varias Enseñanzas de Régimen General, ,660682.94,4466477.60
44001,660888,4467228,"Pza. Goya, 5",0,44003171,40.34009583,Teruel,-1.10579718,Terciarias@Planalfa.Es,Concertado,La Purísima Y Santos Mártires,7629, ,0101000020E6640000789CA2C3302B2441764F1EE2860A5141,25830,978 60 11 61,Centro Privado con varias Enseñanzas de Régimen General, ,660888.38,4467227.53
44002,660839,4466352,"C/ Juez Villanueva, 1",0,44003211,40.33222124,Teruel,-1.10659747,iessemteruel@educa.aragon.es,Público,Santa Emerenciana,7630, ,0101000020E6640000506B9A37CE2A244128A089FCAB095141,25830,978 62 05 64,Instituto de Educación Secundaria (IES), ,660839.11,4466351.95
50177,737554,4597807,"Cl. La Luna, S/N",0,50011720,41.49668514,Bujaraloz,-0.15406740,iesbujaraloz@educa.aragon.es,Público,Sección  Del I.E.S. Mar De Aragón,7631, ,0101000020E6640000D8A3703D23822641365EBABD0B8A5141,25830,976 17 32 20,Instituto de Educación Secundaria (IES),http://iesbujar.educa.aragon.es,737553.62,4597806.96
50700,747755,4568882,"Cl. José  María  Albareda, 4",0,50011732,41.23340243,Caspe,-0.04381661,iescaspe@educa.aragon.es,Público,Mar De Aragón,7632, ,0101000020E664000078C7291AD6D12641FE43FA91CC6D5141,25830,976 63 02 08,Instituto de Educación Secundaria (IES),http://www.iesmardearagon.es/,747755.05,4568882.28
50018,675465,4615988,"Cl. Luís Legaz Lacambra, 2",0,50011768,41.67633811,Zaragoza,-0.89201068, ,Privado,La Casita De Nany,7633, ,0101000020E664000030772D61129D2441F0A7C60BCD9B5141,25830,976 73 77 73,Centro Privado de Educación Infantil, ,675465.19,4615988.18
50009,674651,4611073,"P.º  Isabel La Católica, 5-7",0,50011781,41.63227709,Zaragoza,-0.90321822,secretaria@fpvalledetena.com,Concertado,Valle De Tena,7634, ,0101000020E664000048E17A94B696244104C58F5100975141,25830,976 55 03 65,Centro Privado de Formación Profesional Específica, ,674651.29,4611073.27
50010,674539,4613381,"Cl. Padre Manjón, 38-40",0,50011793,41.65307422,Zaragoza,-0.90389318,Artemiss@Arte-Miss.Com,Privado,Arte-Miss Zaragoza Centro 1,7635, ,0101000020E664000078F2B0D0D595244184C0CA4141995141,25830,976 33 11 88,Centro Privado de Formación Profesional Específica, ,674538.91,4613381.03
50015,676944,4614249,"Cl. Villacampa, 32-36",0,50011872,41.66035970,Zaragoza,-0.87477471, ,Público,Villacampa,7636, ,0101000020E6640000C00512749FA8244150AF94551A9A5141,25830,976 52 32 83,Escuela de Educación Infantil, ,676943.73,4614249.34
50015,676629,4616008,"Cl. Matías Pastor Sancho, 2 , Blo. 4-5",0,50017001,41.67625974,Zaragoza,-0.87803713, ,Privado,Andarines,7637, ,0101000020E66400001873D73229A624412063EE02D29B5141,25830,976 52 32 60,Centro Privado de Educación Infantil, ,676628.60,4616008.05
50003,674761,4614128,"Cl. Río Cinca, 35",0,50017011,41.65974478,Zaragoza,-0.90101478, ,Privado,Educando,7638, ,0101000020E664000030FF211D91972441749318E0FB995141,25830,976 28 29 97,Centro Privado de Educación Infantil, ,674760.56,4614127.50
50695,649336,4680479,"Cl.  De La Fuente, S/N",0,50017035,42.26223124,Biota,-1.18939024, ,Público,E.E.I. De Biota,7639, ,0101000020E664000040FAED2BEFD02341560E2DD2C7DA5141,25830,976 67 00 14,Escuela de Educación Infantil, ,649335.59,4680479.28
50018,676142,4615079,"Cl. Poeta León Felipe, 19-21",0,50017047,41.66800669,Zaragoza,-0.88415587, ,Privado,Actur,7640, ,0101000020E664000070F90F895BA224417A36ABCAE99A5141,25830,976 74 40 07,Centro Privado de Música o Danza, ,676141.77,4615079.17
50009,674230,4611733,"Avda. Alcalde Sáinz De Varanda, 1 - 3",0,50017059,41.63830330,Zaragoza,-0.90808529, ,Privado,Centro de Diseño HACER CREATIVO,7641, ,0101000020E6640000483789416B93244156302A21A5975141,25830,976 40 03 25,Centro Privado Superior de Artes Plásticas y Diseño, ,674229.63,4611732.52
50010,675088,4613305,"Urb. Parque Roma, Local 12-B",0,50017060,41.65226969,Zaragoza,-0.89732283,Fchopin@Mibbva.Com,Privado,Federico Chopín,7642, ,0101000020E6640000D868006F209A2441423EE8412E995141,25830,976 33 34 35,Escuela Privada de Música y/o Danza, ,675088.22,4613305.03
50015,677090,4616563,"Cl. El Coloso, S/N",0,50017072,41.68115591,Zaragoza,-0.87233890,cppgzaragoza@educa.aragon.es,Público,Parque Goya,7643, ,0101000020E664000060DC4603C3A9244152DA1BD85C9C5141,25830,976 10 63 88,Colegio Público,cppgozar.educa.aragon.es,677089.51,4616563.38
50300,613204,4578576,"Cl. Fernández Ardavín, 3",0,50017084,41.35072981,Calatayud,-1.64677825, ,Privado,Pequeayud,7644, ,0101000020E664000070E7FBE9A7B622419CC420F843775141,25830,976 88 22 31,Centro Privado de Educación Infantil, ,613203.96,4578575.88
50700,747755,4568882,"Cl. José Mª. Albareda, 4",0,50017126,41.23340243,Caspe,-0.04381661, ,Público,Extensión De E.O.I.,7645, ,0101000020E664000078C7291AD6D12641FE43FA91CC6D5141,25830,976 63 02 08,Escuela Oficial de Idiomas (EOI), ,747755.05,4568882.28
50018,676025,4615493,"Cl. Ildefonso Manuel Gil, 37",0,50017138,41.67175946,Zaragoza,-0.88543493, ,Privado,La Pequeña Cometa,7646, ,0101000020E6640000E8D0221B72A124414C158C4E519B5141,25830,976 73 04 72,Centro Privado de Educación Infantil, ,676025.05,4615493.23
50150,660560,4563821,"Cl. Revés, 43",0,50017141,41.20984857,Herrera De Los Navarros,-1.08483808,Cpherrera@Aragob.Es,Público,Zagalicos,7647, ,0101000020E6640000803F353EA0282441A4DFBE3ADB685141,25830,976 14 31 06,Escuela de Educación Infantil, ,660560.12,4563820.92
50280,638070,4598307,"Cl. Fernando El Católico, 2",0,50017151,41.52450528,Calatorao,-1.34513938,Ayuncalatorao@Terra.Es,Público,E.E.I. De Calatorao,7648, ,0101000020E664000040575B11EB782341FAEDEBB4888A5141,25830,976 60 71 11,Escuela de Educación Infantil, ,638069.53,4598306.83
50013,677341,4612204,"Cl. Privilegio De La Unión, 39",0,50017175,41.64186084,Zaragoza,-0.87061548,Patronato@Able.Es,Privado,Ntra. Sra. De Los Dolores,7649, ,0101000020E6640000E873B595B9AB2441E0BE0EFC1A985141,25830,976 49 97 03,Centro Privado de Educación Infantil, ,677340.79,4612203.94
50007,676534,4610352,"Cl.  Pablo Parellada, 44",0,50017254,41.62537307,Zaragoza,-0.88084570, ,Privado,Siervas De Los Pobres,7650, ,0101000020E664000018C05B806BA524418E976E124C965141,25830,976 27 12 42,Centro Privado de Educación Infantil, ,676533.75,4610352.29
50007,675635,4610599,"Cl. Mesones De Isuela, 62",0,50017266,41.62779447,Zaragoza,-0.89155113, ,Privado,Muñecos,7651, ,0101000020E6640000A001BCA5669E2441D0B359D189965141,25830,976 38 73 54,Centro Privado de Educación Infantil, ,675635.32,4610599.27
50750,706312,4595742,"Cl Fernando El Católico, 20",0,50017278,41.48675314,Pina De Ebro,-0.52869430,Aytopina@Terra.Es,Público,Escuela De Música,7652, ,0101000020E664000000917EFB0F8E25414850FC8007885141,25830,976 16 50 07,Escuela Pública de Música y/o Danza, ,706311.99,4595742.02
50300,613715,4579019,"Cl Baja Del Sepulcro, 2",0,50017281,41.35464966,Calatayud,-1.64058454, ,Público,Escuela  De Música,7653, ,0101000020E6640000B88D0690A6BA2241285C8FCAB2775141,25830,976 88 59 24,Escuela Pública de Música y/o Danza, ,613715.28,4579019.17
22800,690629,4683024,"Cl. Progreso, 4",0,22000585,42.27613514,Ayerbe,-0.68825059,cpayerbe@educa.aragon.es,Público,Ramón Y Cajal,7654, ,0101000020E66400000881954389132541787AA5EC43DD5141,25830,974 38 00 28,Colegio Público,http://cpayerbe.educa.aragon.es/,690628.63,4683023.70
22300,757772,4658308,"Avda. Ejército Español, 79",0,22000743,42.03457662,Barbastro,0.11405672,Sdlainmaculada@Planalfa.Es,Privado,La Inmaculada,7655, ,0101000020E6640000A83E57DB182027414A0C020721C55141,25830,974 31 14 00,Centro Privado de Educación Secundaria, ,757772.43,4658308.11
22300,759239,4658180,"Avda. Del Cinca, S/N",0,22000809,42.03294138,Barbastro,0.13169369,ieshabarbastro@educa.aragon.es,Público,Hermanos Argensola,7656, ,0101000020E664000020F46C568E2B2741BE9F1AF700C55141,25830,974 31 17 38,Instituto de Educación Secundaria (IES),http://ieshabar.educa.aragon.es,759239.17,4658179.86
22500,773656,4638403,"Cl. Mariano De Pano, 5 Y 7",0,22001085,41.85023174,Binefar,0.29640483,virgenromeral@colegiosaragon.org,Concertado,Virgen Del Romeral,7657, ,0101000020E66400003008ACDC309C27417AA52CC7B0B15141,25830,974 42 80 84,Centro Privado con varias Enseñanzas de Régimen General, ,773656.43,4638403.11
22160,699613,4686284,"Cl. Carretera, 6",0,22001191,42.30322242,Bolea,-0.57826104,cpbolea@aragon.es,Público,Virgen De La Soledad,7658, ,0101000020E6640000E0C798BBBA5925414CC807F172E05141,25830,974 27 25 62,Colegio Público, ,699613.37,4686283.77
22340,753006,4703359,"Cl. Samper, S/N",0,22001218,42.44128041,Boltaña,0.07618790,ehboltana@educa.aragon.es,Público,E.H. De Boltaña,7659, ,0101000020E664000008B5A6B9DBFA264188635DAC1FF15141,25830,974 50 20 75,Residencia,http://ehboltan.educa.aragon.es,753005.86,4703358.69
22370,736123,4720797,"Avda. Ordesa, 1",0,22001243,42.60345307,Broto,-0.12162929,crabroto@aragon.es,Público,C.R.A. Alto Ara,7660, ,0101000020E6640000187C6192F5762641C442AD4527025241,25830,974 486 317,Colegio Público,http://altoara.educa.aragon.es,736122.79,4720797.09
22520,778814,4602215,"Avda.  Deportes, 4",0,22001887,41.52304309,Fraga,0.34153153,cpjcfraga@educa.aragon.es,Público,San José De Calasanz,7661, ,0101000020E6640000A83E57FB7BC42741948785DE598E5141,25830,974 47 27 06,Colegio Público,http://cpjcfrag.educa.aragon.es/,778813.99,4602215.48
